Protein1,Protein2,Combined Score
3768,3606,272
3768,168,175
3768,4354,179
3768,680,225
3768,821,156
3768,3729,159
3768,5166,276
3768,1242,150
3768,3255,197
3768,1992,197
3768,284,159
3768,2246,197
3768,3370,223
3768,1295,404
3768,5684,172
3768,3119,197
3768,4454,277
3768,3955,207
3768,4094,152
3768,3229,211
3768,5343,498
3768,1693,251
3768,2538,375
3768,3443,250
3768,2449,920
3768,2901,250
3768,1983,197
3768,3892,228
3768,5842,280
3768,1585,337
3768,306,172
3768,2643,194
3768,4540,151
3768,3685,152
3768,1146,230
3768,4407,177
3768,4571,194
3768,5192,283
3768,194,179
3768,5227,197
3768,5135,196
3768,532,197
3768,3020,274
3768,5178,212
3768,806,195
3768,1475,263
3768,247,205
3768,3875,424
3768,233,197
3768,4002,248
3768,5176,174
3768,1468,164
3768,3947,299
3768,63,314
3768,2694,251
3768,2795,174
3768,1010,190
3768,5417,241
3768,3720,168
3768,3441,209
3768,5948,170
3768,4627,277
3768,3528,166
3768,1977,169
3768,3533,360
3768,1034,225
3768,654,197
3768,2358,185
3768,1140,240
3768,2508,154
3768,3888,242
3768,1715,278
3768,207,319
3768,2576,167
3768,1182,165
3768,192,258
3768,139,371
3768,3881,506
3768,644,318
3768,698,179
3768,4037,213
3768,4180,962
3768,5817,196
3768,3830,209
3768,2638,317
3768,5958,317
3768,4463,284
3768,4738,174
3768,4989,357
3768,4416,161
3768,904,152
3768,4122,174
3768,611,197
3768,4967,230
3768,4791,333
3768,1459,203
3768,5002,574
3768,489,249
3768,2714,288
3768,5409,197
3768,5351,177
3768,2555,646
3768,5249,936
3768,1618,325
3768,5418,218
3768,5966,197
3768,2956,163
3768,3824,394
3768,1458,210
3768,5525,197
3768,1190,683
3768,294,378
3768,784,157
3768,5699,200
3768,408,918
3768,3125,200
3768,4451,174
3768,4694,151
3768,4691,180
3768,70,171
3768,697,205
3768,3577,333
3768,875,168
3768,3134,485
3768,3003,218
3768,1133,179
3768,3595,171
3768,2061,202
3768,5025,318
3768,3330,247
4766,5974,570
4766,5799,224
4766,223,241
4766,5692,167
4766,3633,217
4766,1618,167
4766,3138,213
4766,4242,178
4766,5962,211
4766,3177,707
4766,4625,208
4766,4061,151
4766,955,410
4766,4714,325
4766,3490,150
4766,5387,423
4766,5158,202
4766,3366,181
4766,4416,208
4766,5707,174
4766,3910,268
4766,2491,557
4766,3588,167
4766,5206,181
4766,1603,348
4766,5028,272
4766,3651,175
4766,3587,312
4766,4575,257
4766,5827,317
4766,1311,400
4766,630,161
4766,4037,198
4766,4180,244
4766,4136,195
4766,2050,831
4766,5363,176
4766,3257,227
4766,956,169
4766,5529,218
4766,4742,189
4766,1658,165
4766,403,150
4766,3153,356
4766,4440,252
4766,3230,226
4766,5730,152
4766,4514,189
4766,927,207
4766,2256,168
4766,4757,156
4766,2820,173
4766,290,153
4766,5946,179
4766,2241,233
4766,3107,163
4766,1085,219
4766,4151,348
4766,4309,214
4766,3370,589
4766,2207,155
4766,5452,183
4766,1715,167
4766,2863,154
4766,4246,340
4766,534,173
4766,609,175
4766,3673,150
4766,1140,218
4766,471,171
4766,3051,157
4766,4254,321
4766,3650,154
4766,880,190
4766,5741,176
4766,2573,228
4766,4191,775
4766,2319,170
4766,1179,580
4766,2613,220
4766,4987,252
4766,2402,186
4766,4299,219
4766,2949,440
4766,3195,162
4766,3193,431
4766,638,170
4766,4178,347
4766,3606,299
4766,4439,794
4766,3937,346
4766,2459,165
4766,850,231
4766,1971,214
4766,903,237
4766,3858,249
4766,321,159
4766,3234,901
4766,859,258
4766,1120,349
4766,4435,150
4766,3905,155
4766,2293,177
4766,789,189
4766,754,183
4766,840,203
4766,3703,595
4766,3271,178
4766,3545,151
4766,696,277
4766,2395,306
4766,944,363
4766,3154,744
4766,2800,212
4766,259,188
4766,83,155
4364,3327,299
4364,3449,372
4364,3315,293
4364,5153,330
4364,3577,220
4364,1336,155
4364,2531,167
4364,3571,231
4364,2403,243
4364,4920,169
4364,3747,499
4364,3047,183
4364,1967,288
4364,3698,419
4364,576,165
4364,458,181
4364,5454,217
4364,27,392
4364,3613,250
4364,5141,340
4364,1086,155
4364,410,254
4364,1163,208
4364,2342,171
4364,547,337
4364,781,220
4364,2759,224
4364,3196,342
4364,3060,497
4364,5319,186
4364,4195,192
4364,5589,607
4364,525,252
4364,2149,181
4364,5384,152
4364,4940,241
4364,4409,260
4364,5822,262
4364,2171,284
4364,3841,235
4364,2117,172
4364,3376,151
4364,1600,171
4364,5081,261
4364,2092,194
4364,3686,321
4364,2967,327
4364,3781,206
4364,6013,198
4364,3971,206
4364,2742,350
4364,4165,324
4364,1321,163
4364,1387,215
3373,3560,212
3373,2353,204
3373,2000,197
3373,1555,199
3373,5172,383
3373,3928,205
3373,306,235
3373,4540,298
3373,5348,211
3373,125,206
3373,1920,298
3373,5911,226
3373,3971,170
3373,4187,199
3373,554,203
3373,477,162
3373,71,248
3373,4084,500
3373,1459,241
3373,1028,237
3373,405,173
3373,1641,252
3373,2819,224
3373,1516,198
3373,2661,335
3373,835,283
3373,1706,166
3373,1705,247
3373,4031,159
3373,4878,421
3373,3623,192
3373,4725,209
3373,4261,214
3373,5848,483
3373,274,468
3373,4947,234
3373,2697,165
3373,5748,323
3373,2463,257
3373,958,164
3373,1532,691
3373,5384,257
3373,3238,210
3373,5601,719
3373,766,157
3373,3451,272
3373,1735,188
3373,2112,216
3373,878,205
3373,5233,296
3373,5295,150
3373,5040,547
3373,5527,201
3373,5644,276
3373,3841,265
3373,3905,171
3373,3376,553
3373,4745,152
3373,4949,596
3373,5394,186
3373,4987,210
3373,3682,219
3373,985,249
3373,795,218
3373,2925,186
3373,2665,203
3373,2405,240
3373,1525,286
3373,2843,175
3373,3872,499
3373,1017,507
3373,5845,216
3373,21,244
3373,4398,294
3373,5438,259
3373,1281,672
3373,5205,210
3373,4549,256
3373,2975,213
3373,2480,179
3373,3229,190
3373,2275,177
3373,3899,274
3373,1872,243
3373,2476,475
3373,1775,256
745,3733,663
745,4441,264
745,1184,156
745,4590,239
745,2876,171
745,1325,166
745,1933,200
745,2668,370
745,2716,182
745,1410,163
745,2449,191
745,3557,224
745,1634,251
745,4588,181
745,5227,174
745,5812,207
745,280,157
745,4142,170
745,5178,396
745,4062,189
745,899,481
745,4407,159
745,193,208
745,5707,156
745,5192,185
745,4290,175
745,2230,194
745,2768,150
745,3121,168
745,2967,161
745,2671,207
745,5150,233
745,3248,159
745,100,167
745,203,230
745,2929,348
745,1506,208
745,4349,164
745,3759,271
745,2203,163
745,2850,843
745,1928,181
745,4739,218
745,4445,314
745,1811,242
745,1140,708
745,496,157
745,5032,398
745,3775,194
745,5896,170
745,981,246
745,3546,277
745,1380,164
745,4580,239
745,5822,155
745,1959,161
745,4180,201
745,3830,191
745,4463,230
745,4706,267
745,1182,191
745,192,226
745,708,200
745,4842,251
745,1109,926
745,1112,292
745,2306,176
745,3583,156
745,489,170
745,2950,368
745,1130,319
745,611,194
745,4312,158
745,220,230
745,5076,195
745,1194,235
745,1568,244
745,5810,280
745,4680,166
745,5301,227
745,3507,162
745,1815,179
745,408,191
745,108,163
745,481,349
745,1792,152
745,2008,152
745,4210,177
745,4257,163
745,2352,156
745,4296,220
745,4196,210
745,3856,179
745,350,205
745,5164,206
745,5294,169
745,5318,214
745,2769,151
745,4333,250
745,4691,265
745,278,279
745,5541,162
745,2698,170
745,4707,180
745,2238,272
745,3963,182
745,5330,168
745,509,156
745,3662,454
745,5494,168
745,3208,167
745,7,159
745,2056,155
745,261,173
745,4833,433
745,3082,210
745,5120,152
745,591,159
745,1167,203
745,5163,189
745,212,184
745,5133,204
745,4618,205
745,4059,197
745,2264,295
745,1014,167
745,1967,169
745,1519,150
745,5692,233
745,1233,159
745,3138,196
745,5920,157
745,2614,873
745,4100,241
745,4672,150
745,2273,262
745,248,168
745,3615,237
745,731,414
745,1720,235
745,4116,170
745,2175,153
745,859,224
745,118,353
745,3781,258
745,3226,208
745,276,160
745,775,196
745,3468,161
745,5670,175
745,4102,206
745,569,947
745,3265,168
745,3545,192
745,842,162
745,1562,223
745,4929,274
745,664,248
745,3269,318
745,2728,198
745,3444,168
745,456,195
745,5241,189
745,4982,160
745,1017,183
745,903,160
745,2287,214
745,1690,158
745,2416,231
745,1788,192
745,2319,188
745,480,330
745,493,207
745,97,292
745,2607,158
745,866,175
745,2284,244
745,900,233
745,2340,158
745,4886,260
745,3857,157
745,325,245
745,2561,306
745,3534,192
745,5759,635
745,5750,297
745,3912,173
745,2640,242
745,864,334
745,3177,358
745,4825,245
745,5423,187
745,3629,198
745,3129,152
745,5961,163
745,4848,158
745,2515,186
745,2751,166
745,2185,280
745,4799,192
745,3026,168
745,2279,167
745,5713,169
745,176,181
745,5702,947
745,4826,163
745,1067,259
745,2735,205
745,3001,161
745,5062,152
745,2870,214
745,3253,416
745,2245,720
745,5443,209
745,3323,534
745,3394,380
745,3305,155
745,1571,161
745,3133,201
745,2483,235
745,3843,175
745,2312,860
745,3417,163
745,2993,212
745,4891,169
745,995,216
745,871,175
745,4421,378
745,5485,207
745,5858,164
745,2560,220
1116,5962,523
1116,1543,358
1116,338,402
1116,5170,232
1116,1283,161
1116,4142,454
1116,3138,153
1116,1748,337
1116,4773,181
1116,247,671
1116,4581,167
1116,686,435
1116,2614,818
1116,2491,167
1116,1335,651
1116,4084,237
1116,946,214
1116,3481,178
1116,2273,194
1116,5957,310
1116,3850,172
1116,3969,154
1116,1028,199
1116,3889,300
1116,5638,162
1116,3788,278
1116,5363,163
1116,5474,289
1116,1646,256
1116,1603,869
1116,2798,167
1116,901,174
1116,209,724
1116,3355,602
1116,1586,274
1116,4757,286
1116,5172,156
1116,5190,199
1116,2733,150
1116,462,158
1116,5926,397
1116,2012,170
1116,3422,154
1116,2732,153
1116,403,281
1116,4993,864
1116,989,416
1116,4741,562
1116,3230,274
1116,2743,225
1116,4514,277
1116,5278,212
1116,2099,183
1116,2377,270
1116,3077,311
1116,2469,422
1116,5645,661
1116,609,751
1116,291,150
1116,1140,412
1116,4254,614
1116,1400,562
1116,4315,204
1116,2508,894
1116,3019,721
1116,3806,167
1116,1348,709
1116,3937,793
1116,3260,206
1116,3131,156
1116,3816,233
1116,988,229
1116,3034,161
1116,1174,260
1116,5641,174
1116,4580,244
1116,3682,375
1116,480,244
1116,1977,245
1116,5283,547
1116,2949,687
1116,2925,227
1116,3284,302
1116,1728,162
1116,2686,248
1116,4607,155
1116,980,672
1116,3301,671
1116,2175,203
1116,3905,221
1116,789,385
1116,1019,153
1116,2795,167
1116,5040,296
1116,5825,503
1116,5417,155
1116,5624,434
1116,4917,460
1116,4255,158
1116,5082,195
1116,2959,181
1116,5677,230
1116,652,203
1116,3400,167
1116,3703,618
1116,1978,606
1116,3271,237
1116,4720,757
1116,4837,325
1116,4261,267
1116,676,183
1116,3130,152
1116,3418,167
1116,3479,497
1116,102,182
1116,1482,167
1116,5799,234
1116,5757,303
1116,1130,188
1116,1682,194
1116,4387,843
1116,1576,667
1116,1503,704
1116,1574,179
1116,5158,317
1116,3366,183
1116,4224,191
1116,734,152
1116,1365,236
1116,4122,175
1116,4012,303
1116,2550,199
1116,955,341
1116,1813,283
1116,3071,210
1116,5713,293
1116,224,151
1116,3228,755
1116,3869,155
1116,4037,151
1116,3257,154
1116,4712,179
1116,5028,248
1116,6030,150
1116,236,172
1116,5827,432
1116,4738,185
1116,4989,486
1116,5931,171
1116,5499,178
1116,381,455
1116,2561,286
1116,702,663
1116,3667,363
1116,3107,174
1116,4151,674
1116,5870,157
1116,1085,284
1116,3610,644
1116,4431,860
1116,4582,167
1116,4849,187
1116,2841,983
1116,1488,250
1116,757,169
1116,9,211
1116,5084,470
1116,3658,550
1116,4203,172
1116,4296,308
1116,3051,398
1116,471,153
1116,885,169
1116,651,220
1116,2061,164
1116,3370,920
1116,3045,173
1116,2207,327
1116,5294,281
1116,3955,739
1116,2863,186
1116,3840,343
1116,242,183
1116,3417,181
1116,4183,804
1116,5518,173
1116,4694,542
1116,5782,440
1116,1590,341
1116,1971,394
1116,4333,263
1116,5448,200
1116,4958,161
1116,2076,181
1116,3219,278
1116,4345,215
1116,4965,184
1116,2041,163
1116,2560,210
1116,278,169
1116,4178,514
1116,5858,191
1116,3452,248
1116,1248,210
1116,3186,158
1116,4058,647
1116,1583,196
1116,3234,251
1116,4397,252
1116,5634,404
1116,887,177
1116,259,898
1116,2393,189
1116,2410,184
1116,2245,332
1116,83,697
1116,2064,151
1116,561,198
1116,754,282
1116,2208,150
1116,726,325
3060,2307,379
3060,2967,162
3060,2563,163
3060,1831,245
3060,3430,154
3060,4194,247
3060,2880,171
3060,1510,321
3060,5877,952
3060,2845,260
3060,4999,215
3060,2742,219
3060,3974,282
3060,79,153
3060,4973,550
3060,2829,542
3060,282,258
3060,4966,265
3060,4907,290
3060,3853,165
3060,547,821
3060,472,324
3060,2525,321
3060,5990,618
3060,5677,159
3060,2850,156
3060,4409,916
3060,2283,170
3060,4253,215
3060,5453,165
3060,4877,360
3060,141,164
3060,4583,259
3060,1735,304
3060,5117,640
3060,855,316
3060,2358,191
3060,1546,320
3060,2784,165
3060,464,217
3060,2728,157
3060,4739,215
3060,889,562
3060,796,178
3060,3413,174
3060,3775,218
3060,1855,263
3060,567,244
3060,485,171
3060,988,210
3060,3619,200
3060,3518,511
3060,4745,189
3060,572,335
3060,3403,232
3060,4162,402
3060,4366,152
3060,4580,256
3060,1286,230
3060,5283,179
3060,3449,695
3060,4007,179
3060,2665,181
3060,2925,233
3060,5638,543
3060,3963,211
3060,3261,623
3060,3331,355
3060,3081,176
3060,1111,285
3060,5807,255
3060,3333,298
3060,2117,238
3060,2221,251
3060,3646,199
3060,661,188
3060,3985,586
3060,3812,207
3060,4575,233
3060,4486,402
3060,2047,514
3060,712,917
3060,3165,247
3060,1773,820
3060,261,239
3060,5967,430
3060,1693,234
3060,718,212
3060,5179,235
3060,2449,204
3060,816,271
3060,3178,325
3060,4727,383
3060,2278,308
3060,616,486
3060,5655,187
3060,2264,325
3060,5888,286
3060,5960,912
3060,2730,196
3060,1634,217
3060,3212,216
3060,5141,191
3060,803,156
3060,806,546
3060,391,517
3060,1454,453
3060,5413,910
3060,4128,261
3060,4364,497
3060,3760,185
3060,4100,606
3060,4267,153
3060,1742,619
3060,4656,192
3060,687,155
3060,2063,190
3060,4584,601
3060,218,166
3060,5175,156
3060,946,260
3060,3145,176
3060,3922,619
3060,3842,352
3060,6028,222
3060,4563,615
3060,4574,280
3060,1991,215
3060,4442,382
3060,4654,158
3060,4800,203
3060,176,391
3060,1534,219
3060,4772,207
3060,5702,156
3060,2081,257
3060,3939,189
3060,4193,405
3060,2194,306
3060,5814,181
3060,2735,182
3060,3001,160
3060,1042,163
3060,1765,208
3060,454,273
3060,1449,169
3060,5945,211
3060,5319,177
3060,1931,915
3060,152,185
3060,1354,220
3060,627,490
3060,2013,192
3060,1225,222
3060,3499,310
3060,4940,454
3060,382,556
3060,5512,303
3060,1158,526
3060,3394,229
3060,1434,659
3060,2532,579
3060,4921,200
3060,3747,315
3060,1409,201
3060,1992,168
3060,651,293
3060,4318,805
3060,5463,647
3060,759,196
3060,1692,313
3060,2483,155
3060,3723,156
3060,4621,218
3060,2824,364
3060,5364,296
3060,2729,205
3060,3447,341
3060,4094,217
3060,5729,310
3060,402,388
3060,4460,474
3060,5881,264
3060,55,155
3060,2470,255
3060,4202,207
3060,4299,506
3060,5858,243
3060,2897,192
3060,5541,171
3060,638,171
3060,883,214
3060,3576,283
3060,245,182
3060,5817,228
3060,3830,184
3060,1035,194
3060,4163,343
3060,5287,742
3060,4866,175
3060,710,189
3060,1003,152
3060,5357,604
3060,6023,460
3060,1387,565
3060,1379,241
3060,1636,560
3060,5932,739
3060,51,236
3060,4732,367
3060,4530,411
3060,4599,309
3060,3754,287
3060,2178,310
3060,3572,285
3060,2810,193
3060,1015,171
3060,2803,207
3060,3149,207
3060,5928,545
3060,5423,197
3060,4391,434
3060,5351,203
3060,4776,230
3060,5963,633
3060,459,374
3060,3287,176
3060,1848,180
3060,864,196
3060,5757,193
3060,1016,231
3060,2647,194
3060,2084,578
3060,1163,461
3060,5439,207
3060,1452,366
3060,2504,202
3060,5769,259
3060,4122,302
3060,5984,372
3060,4080,871
3060,4967,169
3060,2197,190
3060,2020,296
3060,4819,375
3060,2330,239
3060,4281,175
3060,1944,180
3060,4417,152
966,6009,171
966,1887,183
966,4896,239
966,4239,171
966,1005,454
966,5903,900
966,1004,285
966,1551,362
966,5130,620
966,1333,302
966,1527,158
966,4752,296
966,3806,211
966,3109,161
966,4051,901
966,5483,737
966,3331,189
966,5638,161
966,5577,258
966,1476,305
966,4335,153
966,4805,901
966,194,169
966,561,900
966,625,161
966,2182,166
966,3494,258
966,5167,182
966,3352,246
966,5056,163
966,3489,182
966,5587,246
966,4908,638
966,1872,459
966,4120,433
966,2474,151
966,5318,152
966,5640,274
966,3857,155
966,3604,242
966,344,171
966,631,245
966,4138,152
966,1688,536
966,4026,181
966,3697,181
966,352,228
966,1123,152
966,1523,225
966,1515,171
966,976,262
4839,950,613
4839,2906,363
4839,5431,175
4839,944,194
4839,4929,976
4839,619,718
4839,3269,431
4839,3271,295
4839,3703,244
4839,664,216
4839,5525,224
4839,2850,185
4839,754,681
4839,4820,316
4839,4112,685
4839,3008,199
4839,2600,195
4839,2210,158
4839,1225,232
4839,276,219
4839,1521,175
4839,3853,200
4839,5082,171
4839,3712,163
4839,3296,194
4839,2659,185
4839,5207,993
4839,4508,189
4839,1792,184
4839,1824,979
4839,3730,150
4839,2913,172
4839,5156,168
4839,2967,623
4839,2175,872
4839,4116,435
4839,1248,168
4839,278,358
4839,3676,218
4839,666,869
4839,1187,639
4839,3024,264
4839,5568,161
4839,5891,235
4839,5017,182
4839,5741,201
4839,2429,159
4839,995,196
4839,772,167
4839,3858,165
4839,957,247
4839,1711,198
4839,3606,158
4839,4360,181
4839,4544,438
4839,207,627
4839,27,167
4839,5452,338
4839,4758,156
4839,2415,288
4839,1368,162
4839,4731,165
4839,3410,658
4839,5217,214
4839,3650,210
4839,1916,383
4839,1597,172
4839,1140,244
4839,2430,323
4839,3077,313
4839,1036,194
4839,1697,415
4839,5151,821
4839,3683,787
4839,3747,152
4839,1983,653
4839,4727,150
4839,1455,307
4839,3230,210
4839,5505,288
4839,4849,320
4839,2449,161
4839,5333,994
4839,2538,376
4839,2732,197
4839,5326,162
4839,3536,322
4839,4204,214
4839,3857,154
4839,4706,183
4839,1221,915
4839,736,261
4839,192,294
4839,1622,224
4839,1796,416
4839,68,224
4839,2284,151
4839,1325,321
4839,5932,154
4839,4970,153
4839,6013,252
4839,3651,163
4839,236,201
4839,895,177
4839,5180,216
4839,3705,156
4839,825,183
4839,841,718
4839,4163,772
4839,3436,175
4839,2457,263
4839,1363,169
4839,4180,413
4839,4037,167
4839,3889,213
4839,4441,193
4839,224,192
4839,4290,186
4839,5192,150
4839,5713,234
4839,1194,156
4839,4571,232
4839,3071,237
4839,955,219
4839,707,327
4839,2485,392
4839,1396,715
4839,231,188
4839,1742,277
4839,4076,176
4839,1451,508
4839,734,165
4839,4688,195
4839,1976,309
4839,1574,256
4839,4848,264
4839,851,278
4839,3148,223
4839,1974,164
4839,4050,309
4839,5418,851
4839,3621,252
4839,3138,265
4839,1618,211
4839,5692,758
4839,275,474
4839,5799,271
4839,2625,329
4839,2255,196
4839,5905,282
4839,3130,415
4839,6029,184
4839,4825,179
4839,771,231
4839,2093,179
4504,4499,279
4504,707,219
4504,5602,521
4504,144,179
4504,361,301
4504,1117,161
4504,1954,640
4504,3583,166
4504,5737,154
4504,4920,203
4504,3771,217
4504,1501,180
4504,1759,182
4504,708,273
4504,644,166
4504,192,201
4504,672,160
4504,1378,177
4504,1343,313
4504,1793,167
4504,1959,172
4504,4037,164
4504,5530,391
4504,4180,320
4504,841,253
4504,4329,806
4504,3695,219
4504,2806,259
4504,2418,530
4504,55,151
4504,1993,237
4504,3987,169
4504,3678,256
4504,994,828
4504,5846,341
4504,1368,150
4504,3650,223
4504,3410,320
4504,633,153
4504,726,680
4504,619,186
4504,3494,158
4504,3008,281
4504,83,179
4504,716,241
4504,1792,157
4504,5813,188
4504,481,216
4504,784,155
4504,108,185
4504,3186,404
4504,1923,188
4504,1190,215
4504,2274,424
4504,3939,362
4504,2830,170
4504,5810,241
4504,4571,636
4504,4552,169
4504,1422,279
4504,5192,279
4504,3760,188
4504,4407,220
4504,5206,359
4504,3875,159
4504,2095,181
4504,1581,284
4504,5812,272
4504,5010,393
4504,1279,247
4504,3704,325
4504,4534,153
4504,2538,499
4504,4355,173
4504,713,205
4504,5355,423
4504,736,231
4504,2554,168
4504,2668,161
4504,1463,270
4504,2643,248
4504,230,314
4504,1311,520
4504,217,153
4504,2998,179
4504,3720,180
4504,1678,222
4504,4653,487
4504,772,171
4504,711,458
4504,496,155
4504,4360,409
4504,5609,480
4504,3015,325
4504,207,171
4504,3806,152
4504,4728,179
4504,4437,434
4504,1873,175
4504,1140,332
4504,5934,191
4504,2168,347
4504,2329,285
4504,154,367
4504,1474,286
4504,2323,293
4504,5867,150
4504,5535,236
4504,3712,159
4504,3759,167
4504,397,208
4504,1824,173
4504,814,279
4504,3761,253
4504,4239,181
4504,681,155
4504,1860,605
4504,780,215
4504,1375,297
4504,566,168
4504,3535,211
4504,1451,403
4504,4074,259
4504,5756,816
4504,265,186
4504,3631,181
4504,177,349
4504,2965,181
4504,2515,151
4504,4848,253
4504,5961,216
4504,5947,181
4504,5360,172
4504,5697,233
4504,2625,211
4504,4498,235
4504,2200,177
4504,5162,251
4504,2875,304
4504,5333,202
4504,75,219
4504,5239,220
4504,1294,211
4504,3536,365
4504,798,347
4504,774,171
4504,2340,278
4504,68,183
4504,493,226
4504,3729,155
4504,52,215
4504,4299,178
4504,5518,150
4504,3606,197
4504,1740,154
4504,680,164
4504,3423,204
4504,4620,202
4504,3895,706
4504,284,273
4504,813,234
4504,3051,230
4504,446,234
4504,779,503
4504,2466,181
4504,3446,189
4504,1915,167
4504,3402,231
4504,755,245
4504,3938,164
4504,4942,328
4504,5676,181
4504,1225,154
4504,2245,217
4504,691,312
4504,5943,282
4504,3407,294
4504,479,386
4504,3893,184
4504,404,189
4504,2436,603
4504,4889,238
4504,5957,323
4504,3615,240
4504,2517,181
4504,297,405
4504,4904,169
4504,1419,474
4504,687,412
4504,5540,243
4504,3138,381
4504,3623,312
4504,5692,536
4504,289,256
4504,647,361
4504,3124,249
4504,4618,159
4504,435,171
4504,338,482
4504,2214,190
4504,3548,299
4504,497,629
4504,1903,167
4504,4204,411
4504,5946,163
4504,7,208
4504,1689,195
4504,5066,228
4504,862,398
4504,1252,150
4504,2606,198
4504,3379,165
4504,4743,465
4504,3085,276
4504,5741,188
4504,3284,483
4504,5665,206
4504,1187,287
4504,5979,210
4504,1656,554
4504,2152,182
4504,4758,226
4504,4941,173
4504,2042,404
4504,3698,711
4504,1697,269
4504,2728,453
4504,5007,181
4504,3703,206
4504,5312,164
4504,664,178
4504,227,159
4504,4774,325
4504,4205,153
4504,5589,359
4504,5624,174
4504,5670,153
4504,5207,205
4504,2400,254
4504,2857,155
4504,3461,185
4504,2175,230
4504,148,192
4504,2293,153
1959,814,200
1959,3508,155
1959,1860,165
1959,2569,158
1959,780,210
1959,5219,153
1959,1134,185
1959,3391,157
1959,3238,240
1959,2850,377
1959,4583,212
1959,1835,166
1959,2203,188
1959,3712,160
1959,3759,345
1959,5910,150
1959,5033,212
1959,4919,169
1959,2746,191
1959,5552,387
1959,5452,768
1959,2168,169
1959,2358,191
1959,1140,377
1959,2329,152
1959,654,152
1959,5917,157
1959,4580,208
1959,4366,178
1959,1286,505
1959,2864,196
1959,1678,175
1959,542,228
1959,772,419
1959,3651,281
1959,1463,180
1959,4542,159
1959,4590,165
1959,4575,416
1959,1526,152
1959,4441,225
1959,1762,156
1959,3290,444
1959,2538,170
1959,3557,216
1959,979,172
1959,2278,175
1959,1983,384
1959,2633,179
1959,50,173
1959,736,190
1959,3165,156
1959,1693,209
1959,3621,280
1959,5413,208
1959,2356,273
1959,1561,175
1959,4338,200
1959,996,159
1959,3020,183
1959,2757,349
1959,5010,230
1959,958,253
1959,1634,202
1959,2255,173
1959,4571,313
1959,1890,373
1959,2230,224
1959,868,190
1959,5581,241
1959,5192,163
1959,4980,177
1959,3929,182
1959,193,191
1959,2063,193
1959,1792,175
1959,5699,223
1959,2008,278
1959,5795,199
1959,3186,292
1959,4229,165
1959,3939,171
1959,445,203
1959,4934,246
1959,5015,181
1959,1099,205
1959,950,181
1959,3694,184
1959,1060,351
1959,619,276
1959,5522,222
1959,3008,191
1959,3678,232
1959,3927,357
1959,5294,611
1959,3683,229
1959,3595,173
1959,1692,155
1959,1368,167
1959,5217,166
1959,3410,193
1959,5636,219
1959,5017,262
1959,278,248
1959,2698,161
1959,70,188
1959,666,223
1959,2806,175
1959,55,199
1959,2429,217
1959,717,204
1959,895,249
1959,3920,157
1959,3705,171
1959,5385,179
1959,4463,181
1959,672,675
1959,2457,246
1959,245,244
1959,4187,253
1959,4037,161
1959,4180,357
1959,1600,163
1959,5735,153
1959,2638,205
1959,841,325
1959,1501,361
1959,1109,846
1959,1112,151
1959,1759,163
1959,192,345
1959,2288,194
1959,1221,229
1959,139,998
1959,5418,290
1959,3552,186
1959,1284,247
1959,2186,173
1959,4635,173
1959,5966,398
1959,2130,217
1959,360,181
1959,2326,319
1959,489,152
1959,1523,163
1959,3130,217
1959,4391,170
1959,5409,202
1959,1194,156
1959,955,171
1959,707,206
1959,144,210
1959,3366,218
1959,4211,247
1959,3027,796
1959,3226,210
1959,118,155
1959,5104,381
1959,2913,178
1959,2175,222
1959,148,153
1959,1512,162
1959,4518,166
1959,664,393
1959,3703,178
1959,3271,152
1959,3815,163
1959,4896,255
1959,2149,152
1959,1562,274
1959,4929,190
1959,3545,208
1959,5207,241
1959,535,235
1959,4966,161
1959,1521,161
1959,3853,283
1959,3640,196
1959,4982,291
1959,4004,159
1959,4758,241
1959,3904,213
1959,4169,163
1959,2042,230
1959,3485,183
1959,1246,185
1959,5173,190
1959,3077,244
1959,1697,203
1959,5007,198
1959,2784,493
1959,4743,254
1959,480,304
1959,3034,267
1959,4690,265
1959,2623,187
1959,322,175
1959,1187,261
1959,565,190
1959,1711,278
1959,587,197
1959,1690,197
1959,1656,165
1959,7,211
1959,1689,176
1959,2056,275
1959,1252,151
1959,2193,215
1959,2363,254
1959,18,154
1959,1111,163
1959,4392,262
1959,2238,168
1959,634,220
1959,3379,770
1959,1266,199
1959,4660,164
1959,2214,933
1959,4741,220
1959,2867,167
1959,1631,156
1959,816,164
1959,1038,181
1959,5120,233
1959,1773,159
1959,5326,158
1959,2732,228
1959,462,215
1959,3138,275
1959,5540,181
1959,5692,391
1959,686,242
1959,1519,237
1959,4023,291
1959,2264,185
1959,4455,188
1959,5905,191
1959,2273,186
1959,3842,236
1959,3615,151
1959,99,178
1959,2614,231
1959,1516,187
1959,4904,636
1959,136,392
1959,4577,450
1959,691,161
1959,3730,164
1959,3737,207
1959,3001,582
1959,5156,157
1959,4961,281
1959,1067,922
1959,745,161
1959,4889,278
1959,5702,311
1959,5495,155
1959,893,185
1959,754,369
1959,2466,191
1959,779,374
1959,5517,189
1959,944,344
1959,3810,270
1959,130,211
1959,4195,385
1959,3326,174
1959,1698,373
1959,2182,157
1959,1225,196
1959,2600,419
1959,5676,194
1959,4820,209
1959,2245,236
1959,1755,202
1959,1295,193
1959,3417,161
1959,3843,165
1959,2415,166
1959,1916,173
1959,2276,189
1959,1992,389
1959,5843,245
1959,127,165
1959,995,274
1959,3423,196
1959,3593,165
1959,159,242
1959,5667,407
