Protein1,Protein2,Score
3696,5219,150
3696,4452,565
3696,2970,212
3696,4282,314
3696,3512,193
3696,2455,239
3696,3060,390
3696,3885,199
3696,1690,350
3696,9,760
3696,5133,185
3696,5053,747
3696,1136,363
3696,4229,775
3696,4171,776
3696,1530,235
3696,2264,163
3696,3629,156
3696,3390,297
3696,5186,368
3696,1226,390
3696,4454,232
3696,1055,230
3696,750,392
3696,5897,207
3696,3426,172
3696,1714,601
3696,3682,612
3696,1884,184
3696,1970,371
3696,3252,323
3696,3161,318
3696,615,186
3696,4554,153
3696,2382,165
3696,4330,258
3696,532,238
3696,3195,213
3696,2601,252
3696,2005,318
3696,469,325
3696,2943,203
3696,4173,556
3696,2234,174
3696,5002,222
3696,4804,521
3696,5874,562
3696,1546,158
3696,4790,415
3696,2511,455
3696,3709,155
3696,1002,388
3696,4968,170
3696,712,243
3696,3107,487
3696,4419,355
3696,5584,229
3696,2224,203
3696,1038,171
3696,1116,154
3696,2671,168
3696,3282,152
3696,54,282
3696,2164,179
3696,2675,234
3696,2262,430
3696,2087,161
3696,1186,242
3696,4169,321
3696,3486,293
3696,3167,173
3696,4503,257
3696,2280,305
3696,452,204
3696,2422,202
3696,4141,269
3696,4350,197
3696,951,508
3696,2575,251
3696,3054,163
3696,5991,498
3696,4542,161
3696,2317,233
3696,5809,349
3696,223,152
3696,295,425
3696,4480,162
3696,2426,267
3696,5127,315
3696,2174,335
3696,2599,610
3696,730,335
3696,1228,256
3696,5112,167
3696,1445,194
3696,3567,161
3696,5551,408
3696,2678,291
3696,5764,403
3696,2175,247
3696,4606,341
3696,5659,321
3696,5218,199
3696,4120,207
3696,1741,493
3696,3120,173
3696,799,194
3696,3531,358
3696,5888,157
3696,4744,291
3696,5200,167
3696,847,457
3696,1010,231
3696,933,184
3696,2292,157
3696,5468,298
3696,3398,236
3696,5376,215
3696,3193,220
3696,4589,786
3696,102,254
3696,2610,300
3696,1271,185
3696,1981,217
3696,5793,169
3696,2524,213
3696,5301,211
3696,2203,179
3696,1449,197
3696,3211,354
3696,3922,195
3696,3551,260
3696,4187,154
3696,5870,206
3696,3334,297
3696,587,269
3696,5242,160
3696,3247,367
3696,5895,287
3696,4073,176
3696,1895,208
3696,1375,171
3696,698,414
3696,5159,167
3696,1217,169
3696,4905,270
3696,1167,188
3696,2004,408
3696,1686,459
3696,5986,392
3696,1349,357
3696,5950,575
3696,1248,155
3696,5668,198
3696,4997,504
3696,858,217
3696,3000,158
3696,3572,153
3696,891,252
3696,3625,549
3696,862,184
3696,1319,184
3696,4764,925
3696,3299,188
3696,68,217
3696,4162,150
3696,4015,254
3696,4155,445
3696,3226,261
3696,1357,281
3696,3150,187
3696,3951,211
3696,5772,154
3696,1762,211
3696,308,161
3696,5459,175
3696,4830,220
3696,3184,298
3696,6001,589
3696,5330,167
3696,706,174
3696,5441,172
3696,2083,164
4764,977,665
4764,2172,398
4764,5707,290
4764,4714,601
4764,2807,217
4764,3696,925
4764,1183,160
4764,4234,209
4764,1704,496
4764,1862,165
4764,482,203
4764,5152,600
4764,1304,608
4764,4888,262
4764,2959,159
4764,5004,166
4764,4312,254
4764,5219,406
4764,4146,395
4764,1648,207
4764,3060,292
4764,2455,559
4764,1690,357
4764,3885,186
4764,1136,352
4764,4229,369
4764,4181,240
4764,1714,764
4764,5190,164
4764,5897,220
4764,3682,620
4764,1884,150
4764,5832,176
4764,1970,392
4764,3252,208
4764,3809,166
4764,3371,197
4764,3161,437
4764,3281,625
4764,5176,166
4764,1346,206
4764,5002,410
4764,2943,291
4764,1546,195
4764,4804,264
4764,5874,481
4764,2829,183
4764,5923,256
4764,79,378
4764,5584,196
4764,1116,418
4764,2731,299
4764,677,443
4764,2164,217
4764,325,600
4764,4169,371
4764,2280,321
4764,4503,288
4764,3257,190
4764,4141,207
4764,4542,184
4764,4643,942
4764,295,965
4764,5548,161
4764,2440,151
4764,2030,396
4764,2599,601
4764,663,181
4764,5112,309
4764,4548,260
4764,4242,389
4764,408,223
4764,217,269
4764,5659,315
4764,895,270
4764,4120,162
4764,5826,172
4764,1082,226
4764,3120,201
4764,1741,189
4764,643,190
4764,287,351
4764,1575,366
4764,4929,198
4764,1010,254
4764,4914,249
4764,2292,181
4764,4608,233
4764,3909,250
4764,4589,814
4764,2741,217
4764,3193,353
4764,992,218
4764,5793,250
4764,1271,426
4764,3211,307
4764,3922,162
4764,2524,193
4764,2203,420
4764,587,395
4764,3334,571
4764,5622,177
4764,4728,499
4764,3146,357
4764,1895,207
4764,732,210
4764,4560,170
4764,4905,481
4764,4284,249
4764,2004,181
4764,1686,457
4764,5752,171
4764,1248,176
4764,1596,510
4764,3625,586
4764,858,175
4764,4308,234
4764,3000,268
4764,2350,181
4764,3611,195
4764,2184,262
4764,1290,182
4764,3299,187
4764,2686,349
4764,4522,175
4764,4814,293
4764,5459,206
4764,3766,220
4764,5772,208
4764,1520,213
4764,1762,298
4764,952,151
4764,2083,210
4764,5537,185
4764,5441,391
4764,4664,325
4764,1722,153
4764,3708,162
4764,693,174
4764,1244,230
4764,3659,176
4764,4158,194
4764,3585,180
4764,5452,210
4764,4431,153
4764,5485,158
4764,1963,168
4764,2326,394
4764,991,163
4764,5510,160
4764,3965,194
4764,1454,240
4764,990,433
4764,2970,210
4764,5331,181
4764,4452,564
4764,4282,293
4764,5053,737
4764,9,636
4764,5133,274
4764,3629,174
4764,5186,298
4764,4171,843
4764,2044,172
4764,1055,170
4764,775,436
4764,2797,183
4764,750,293
4764,3426,163
4764,3286,159
4764,443,208
4764,2478,600
4764,615,179
4764,2382,320
4764,1758,260
4764,5287,621
4764,2644,172
4764,4173,272
4764,2234,230
4764,2601,171
4764,4790,434
4764,3478,209
4764,1002,777
4764,4539,159
4764,712,521
4764,3107,473
4764,4419,329
4764,405,168
4764,4521,187
4764,2262,427
4764,54,277
4764,3167,506
4764,1135,165
4764,1186,265
4764,452,181
4764,2422,330
4764,4350,183
4764,439,900
4764,951,425
4764,2317,366
4764,5809,284
4764,2426,199
4764,4186,154
4764,730,210
4764,5127,252
4764,2174,441
4764,1445,235
4764,4563,163
4764,1228,202
4764,263,196
4764,2175,416
4764,4606,433
4764,5218,200
4764,5764,309
4764,3531,251
4764,1159,608
4764,5406,160
4764,5491,178
4764,1966,518
4764,2490,206
4764,4818,161
4764,847,418
4764,933,249
4764,4834,199
4764,5260,173
4764,5992,189
4764,1841,336
4764,2610,292
4764,1981,210
4764,4402,500
4764,2340,203
4764,1449,215
4764,5301,245
4764,1752,170
4764,1231,218
4764,5853,387
4764,2546,210
4764,5895,321
4764,4073,310
4764,191,163
4764,698,232
4764,3082,174
4764,5950,550
4764,5668,519
4764,5998,199
4764,5986,534
4764,1349,338
4764,891,249
4764,234,195
4764,5905,224
4764,701,167
4764,109,163
4764,5043,159
4764,4015,287
4764,4155,455
4764,308,249
4764,1357,232
4764,706,177
4764,4302,181
4764,3184,530
4764,6001,340
2959,871,448
2959,2392,564
2959,4956,256
2959,5361,376
2959,5554,469
2959,3708,293
2959,1175,244
2959,2971,685
2959,5415,166
2959,3488,334
2959,1584,179
2959,355,189
2959,213,188
2959,531,174
2959,3210,289
2959,5331,152
2959,2466,537
2959,21,267
2959,3028,359
2959,2670,158
2959,4243,307
2959,4414,169
2959,5053,216
2959,5285,818
2959,9,775
2959,5849,181
2959,3667,203
2959,722,382
2959,762,498
2959,3802,383
2959,5568,238
2959,3895,167
2959,2234,184
2959,83,212
2959,4952,155
2959,883,190
2959,5601,449
2959,5263,256
2959,5527,235
2959,4350,155
2959,252,700
2959,175,216
2959,4858,187
2959,5611,417
2959,4796,644
2959,2517,317
2959,2803,273
2959,402,198
2959,2547,163
2959,1847,230
2959,1614,453
2959,5882,169
2959,951,268
2959,1613,342
2959,563,157
2959,390,194
2959,2142,226
2959,4100,153
2959,2200,659
2959,831,229
2959,1507,353
2959,5127,388
2959,1697,298
2959,4954,228
2959,4847,698
2959,1875,282
2959,2786,272
2959,5714,176
2959,486,183
2959,5813,277
2959,4236,526
2959,4916,356
2959,921,176
2959,694,264
2959,2825,266
2959,2340,167
2959,740,655
2959,1081,184
2959,3906,248
2959,288,165
2959,1078,163
2959,5895,216
2959,1992,688
2959,4709,274
2959,3949,369
2959,1372,256
2959,5905,154
2959,5998,239
2959,5496,550
2959,4000,196
2959,706,180
2959,474,278
2959,6001,733
2959,2909,697
2959,2650,172
2959,4192,153
2959,791,506
2959,5833,177
2959,981,284
2959,1519,586
2959,4619,525
2959,206,161
2959,1169,237
2959,5004,263
2959,1275,640
2959,5174,358
2959,2462,404
2959,154,159
2959,4642,235
2959,4181,646
2959,757,152
2959,1136,351
2959,2455,176
2959,1690,171
2959,5970,234
2959,2263,299
2959,1728,202
2959,3156,289
2959,1488,434
2959,3431,237
2959,1917,238
2959,3682,290
2959,3809,460
2959,2711,468
2959,5351,325
2959,4804,299
2959,1462,229
2959,1429,252
2959,2943,160
2959,5202,416
2959,1664,189
2959,3499,454
2959,1576,164
2959,5591,183
2959,4351,150
2959,5790,174
2959,5009,418
2959,1015,336
2959,3356,222
2959,3819,312
2959,2280,256
2959,5494,511
2959,4169,206
2959,2294,155
2959,2164,231
2959,1024,526
2959,1330,157
2959,4685,162
2959,1634,367
2959,2022,180
2959,3055,303
2959,5191,151
2959,3900,273
2959,4062,597
2959,3192,172
2959,1297,370
2959,1698,509
2959,2322,159
2959,5447,423
2959,1510,359
2959,4658,169
2959,1529,829
2959,245,773
2959,4696,205
2959,2114,485
2959,802,291
2959,3602,161
2959,3168,215
2959,2449,387
2959,5267,180
2959,2292,202
2959,4990,185
2959,272,325
2959,3300,481
2959,2885,155
2959,3354,213
2959,3211,235
2959,2651,277
2959,521,234
2959,472,716
2959,2004,189
2959,1404,203
2959,5141,335
2959,1895,219
2959,4764,159
2959,3611,176
2959,5209,245
2959,4511,305
2959,5315,654
2959,2782,176
2959,1596,249
2959,304,156
2959,3007,171
2959,4057,168
2959,1762,300
3674,2164,290
3674,2374,192
3674,5679,299
3674,4489,242
3674,3952,259
3674,2463,332
3674,394,159
3674,88,439
3674,3224,197
3674,1312,692
3674,1429,573
3674,3831,529
3674,2947,160
3674,1714,179
3674,660,219
3674,5832,219
3674,3682,239
3674,1917,554
3674,787,203
3674,1068,701
3674,4745,152
3674,5189,710
3674,4554,400
3674,5142,210
3674,1136,292
3674,5898,267
3674,757,281
3674,4976,348
3674,4729,707
3674,3619,439
3674,206,186
3674,4699,157
3674,4910,167
3674,2999,194
3674,5595,160
3674,1649,524
3674,768,526
3674,5855,408
3674,1280,202
3674,4551,433
3674,4714,163
3674,2236,272
3674,1520,163
3674,2385,154
3674,1248,212
3674,3000,532
3674,1457,293
3674,7,161
3674,5875,296
3674,3336,269
3674,4546,231
3674,487,964
3674,3146,267
3674,732,719
3674,4179,156
3674,4409,167
3674,4328,275
3674,2851,473
3674,2203,655
3674,1262,268
3674,2524,165
3674,3500,169
3674,2292,435
3674,5869,173
3674,4979,163
3674,3106,200
3674,5659,189
3674,3120,370
3674,5826,201
3674,802,175
3674,245,531
3674,682,410
3674,4552,261
3674,3441,608
3674,1698,170
3674,5175,158
3674,4873,856
3674,942,207
3674,1447,296
3674,4542,347
3674,3594,205
3674,1416,161
3674,5619,236
3674,5548,237
3674,1330,596
3674,3871,210
3674,3387,223
3674,3072,223
3674,3167,189
3674,4930,417
3674,4858,262
3674,1528,197
3674,2422,579
3674,5760,349
3674,2119,366
3674,1038,232
3674,1816,194
3674,2397,217
3674,2234,181
3674,2992,226
3674,1221,234
3674,2055,475
3674,5643,992
3674,5727,190
3674,4771,413
3674,443,181
3674,130,508
3674,3382,341
3674,722,410
3674,3877,200
3674,3034,236
3674,3889,192
3674,5186,240
3674,282,174
3674,1362,153
3674,1780,169
3674,5331,560
3674,3585,214
3674,2790,253
3674,588,858
3674,55,188
3674,662,396
3674,4314,261
3674,879,232
3674,4155,177
3674,3808,216
3674,1337,395
3674,4302,238
3674,5496,196
3674,2315,192
3674,109,231
3674,1259,287
3674,288,390
3674,139,184
3674,3646,172
3674,392,367
3674,3733,275
3674,5697,161
3674,5870,550
3674,680,193
3674,1946,156
3674,4676,151
3674,3268,331
3674,1841,579
3674,102,164
3674,1343,236
3674,5385,185
3674,5930,163
3674,3130,175
3674,4818,220
3674,5925,208
3674,1968,185
3674,5127,710
3674,4186,170
3674,358,281
3674,2059,576
3674,1445,234
3674,4475,219
3674,291,329
1671,4745,822
1671,1828,358
1671,660,295
1671,5832,222
1671,2715,173
1671,5874,169
1671,1312,163
1671,5694,207
1671,3831,569
1671,1346,286
1671,4322,228
1671,3224,152
1671,4034,224
1671,2463,175
1671,2829,193
1671,4026,162
1671,2280,169
1671,5073,169
1671,4109,245
1671,795,159
1671,3071,151
1671,5632,213
1671,1183,182
1671,4551,173
1671,2236,179
1671,4714,841
1671,5707,185
1671,4176,179
1671,564,286
1671,768,282
1671,2982,243
1671,955,165
1671,583,155
1671,1616,190
1671,4699,244
1671,4910,159
1671,3882,176
1671,4333,804
1671,5482,191
1671,2034,201
1671,4408,214
1671,453,186
1671,3619,311
1671,4888,169
1671,4729,255
1671,4976,178
1671,5881,202
1671,4710,157
1671,824,178
1671,1468,156
1671,3677,174
1671,3276,685
1671,2345,507
1671,1690,199
1671,2316,263
1671,2266,238
1671,2203,290
1671,211,173
1671,1262,780
1671,4631,152
1671,3683,646
1671,4328,185
1671,4409,223
1671,2851,191
1671,4179,155
1671,3254,163
1671,5910,188
1671,732,817
1671,3146,549
1671,487,826
1671,2184,219
1671,4546,310
1671,2350,235
1671,858,226
1671,1457,344
1671,1682,297
1671,7,717
1671,1621,327
1671,2182,257
1671,2385,221
1671,3416,369
1671,1107,168
1671,1795,165
1671,295,150
1671,4949,285
1671,2022,169
1671,573,184
1671,1447,411
1671,4542,276
1671,3785,191
1671,3594,273
1671,5921,169
1671,5362,224
1671,4873,468
1671,28,238
1671,3165,185
1671,3117,187
1671,5609,395
1671,3672,203
1671,5112,201
1671,1575,151
1671,682,215
1671,643,569
1671,4001,257
1671,598,154
1671,5826,166
1671,273,199
1671,5659,180
1671,4979,189
1671,2741,317
1671,3106,227
1671,2343,424
1671,5777,860
1671,4990,241
1671,3382,467
1671,1026,208
1671,722,199
1671,1056,285
1671,2578,152
1671,2452,282
1671,775,168
1671,2992,257
1671,1221,255
1671,2055,286
1671,5643,832
1671,40,665
1671,2397,170
1671,83,169
1671,1669,158
1671,1691,194
1671,4749,255
1671,2844,172
1671,3716,295
1671,5907,163
1671,5760,302
1671,5778,650
1671,439,457
1671,4858,302
1671,5596,239
1671,476,157
1671,3167,190
1671,4930,824
1671,3871,209
1671,5508,275
1671,4314,226
1671,70,206
1671,3296,156
1671,1158,169
1671,4678,204
1671,4934,169
1671,55,172
1671,1663,182
1671,4665,169
1671,2790,298
1671,2404,262
1671,3585,201
1671,5804,174
1671,27,178
1671,5331,161
1671,990,190
1671,4520,229
1671,3657,218
1671,282,189
1671,3057,210
1671,647,304
1671,2044,206
1671,3390,172
1671,5133,478
1671,2557,404
1671,1032,218
1671,3068,187
1671,704,664
1671,1752,186
1671,5697,233
1671,392,164
1671,5942,213
1671,139,185
1671,5392,157
1671,2645,266
1671,1860,165
1671,1898,233
1671,5767,178
1671,862,199
1671,3926,187
1671,1372,169
1671,3532,175
1671,668,271
1671,770,248
1671,999,155
1671,490,158
1671,4140,168
1671,1337,393
1671,97,199
1671,1951,175
1671,4015,235
1671,3948,288
1671,144,806
1671,2135,163
1671,3782,214
1671,4256,190
1671,291,808
1671,3010,636
1671,5672,521
1671,703,487
1671,263,169
1671,4475,222
1671,4052,188
1671,5722,205
1671,5925,279
1671,1017,168
1671,2313,169
1671,357,367
1671,1317,172
1671,1343,266
1671,1278,169
1671,5218,181
1671,4469,657
1671,4329,218
1671,5131,413
1671,3608,207
1671,3562,152
1671,4795,158
1671,5327,150
3441,3004,188
3441,2927,778
3441,4979,399
3441,1627,150
3441,193,700
3441,4658,189
3441,895,211
3441,5147,240
3441,3399,166
3441,541,173
3441,3907,445
3441,4379,159
3441,5161,766
3441,1579,183
3441,920,161
3441,4883,912
3441,228,151
3441,2653,247
3441,2539,178
3441,1768,167
3441,1136,232
3441,1435,242
3441,3996,681
3441,3679,312
3441,5839,190
3441,1327,186
3441,3103,199
3441,2679,211
3441,2192,154
3441,1880,223
3441,387,229
3441,1079,352
3441,2540,283
3441,1517,265
3441,4774,157
3441,1610,193
3441,1611,179
3441,5218,365
3441,3676,564
3441,2736,170
3441,4761,684
3441,5045,232
3441,4936,919
3441,243,171
3441,3366,172
3441,4155,315
3441,4116,429
3441,2384,258
3441,645,280
3441,3896,212
3441,704,268
3441,2670,322
3441,3390,371
3441,5285,243
3441,1403,320
3441,5262,178
3441,317,318
3441,3311,763
3441,4662,174
3441,3674,608
3441,3659,159
3441,5151,183
3441,5603,170
3441,4168,332
3441,4204,164
3441,4111,224
3441,5566,266
3441,3333,760
3441,108,151
3441,3107,165
3441,5666,295
3441,4189,198
3441,3802,164
3441,335,528
3441,3284,208
3441,5745,190
3441,3120,202
3441,273,161
3441,4078,178
3441,5447,164
3441,4534,223
3441,2261,538
3441,3359,184
3441,5298,199
3441,2257,151
3441,3641,251
3441,5461,199
3441,3189,353
3441,2047,167
3441,4803,304
3441,1895,257
3441,5084,273
3441,433,217
3441,2143,370
3441,1013,155
3441,583,193
3441,5632,688
3441,3655,873
3441,3017,165
3441,422,176
3441,5098,324
3441,5095,260
3441,3910,226
3441,5046,413
3441,4528,288
3441,4970,290
3441,838,620
3441,1841,577
3441,2922,191
3441,1966,202
3441,3610,482
3441,2501,154
3441,1487,193
3441,263,177
3441,764,283
3441,2735,288
3441,2174,265
3441,4295,344
3441,2012,183
3441,927,249
3441,701,270
3441,322,160
3441,1518,331
3441,5083,374
3441,3890,430
3441,3796,697
3441,2713,315
3441,3397,154
3441,4156,252
3441,6002,162
3441,3101,167
3441,4933,177
3441,5135,774
3441,1270,211
3441,52,162
3441,1395,318
3441,4858,297
3441,2529,176
3441,1063,319
3441,5125,244
3441,3387,152
3441,5688,161
3441,3304,181
3441,2382,187
3441,2233,162
1966,1114,163
1966,5696,177
1966,4410,154
1966,4158,258
1966,4693,344
1966,5845,209
1966,355,247
1966,5747,376
1966,1963,651
1966,4327,305
1966,588,195
1966,5415,844
1966,3488,166
1966,2326,181
1966,4166,161
1966,902,163
1966,3708,166
1966,70,649
1966,1270,325
1966,4274,266
1966,2392,555
1966,634,315
1966,5508,211
1966,871,301
1966,5823,222
1966,2683,359
1966,3085,152
1966,9,733
1966,1238,352
1966,3652,150
1966,5053,416
1966,3034,154
1966,1865,163
1966,629,171
1966,3629,287
1966,1226,470
1966,4243,156
1966,1362,270
1966,1039,167
1966,4292,292
1966,1055,192
1966,3028,212
1966,5358,222
1966,1376,880
1966,1748,242
1966,2744,254
1966,147,215
1966,3815,418
1966,2847,287
1966,240,242
1966,4072,291
1966,3397,159
1966,5665,472
1966,1009,168
1966,620,570
1966,4647,707
1966,356,390
1966,3195,373
1966,2171,181
1966,2616,960
1966,1794,240
1966,4086,230
1966,257,388
1966,3307,195
1966,2601,270
1966,5088,195
1966,3478,194
1966,558,456
1966,4790,159
1966,750,325
1966,4945,208
1966,4909,317
1966,1056,155
1966,940,181
1966,3667,214
1966,731,163
1966,3372,572
1966,1135,261
1966,5596,207
1966,1186,183
1966,3167,390
1966,2072,317
1966,5669,518
1966,4204,276
1966,2396,199
1966,4168,335
1966,4036,195
1966,452,211
1966,224,215
1966,780,282
1966,1002,341
1966,5778,190
1966,3215,236
1966,4419,321
1966,3340,213
1966,5601,177
1966,3716,161
1966,3347,664
1966,4186,160
1966,3841,209
1966,730,390
1966,4100,256
1966,996,465
1966,2142,230
1966,1613,206
1966,703,305
1966,1806,768
1966,951,454
1966,2012,172
1966,3054,273
1966,4789,335
1966,5809,234
1966,1453,416
1966,3547,204
1966,402,250
1966,144,152
1966,4809,164
1966,3209,289
1966,2517,210
1966,5154,341
1966,4236,456
1966,486,196
1966,2698,165
1966,2682,261
1966,4596,196
1966,456,156
1966,2189,180
1966,5703,232
1966,5927,252
1966,4747,221
1966,102,154
1966,1476,316
1966,1841,242
1966,5764,710
1966,1278,234
1966,2289,155
1966,3545,218
1966,624,660
1966,4606,451
1966,2175,325
1966,1159,193
1966,1611,188
1966,2412,279
1966,3531,194
1966,4954,158
1966,654,169
1966,4774,730
1966,5930,171
1966,4115,193
1966,847,757
1966,4818,343
1966,5466,223
1966,51,233
1966,698,870
1966,600,231
1966,3646,170
1966,4919,192
1966,4501,325
1966,5835,399
1966,4128,214
1966,4402,241
1966,5208,158
1966,4570,198
1966,2167,268
1966,3859,315
1966,4819,152
1966,1495,474
1966,1449,294
1966,2825,372
1966,3551,329
1966,2532,302
1966,1482,203
1966,5928,261
1966,640,171
1966,3651,166
1966,3298,196
1966,923,180
1966,921,228
1966,4103,165
1966,4015,390
1966,5497,904
1966,4155,229
1966,1357,181
1966,4757,259
1966,5517,804
1966,3951,205
1966,3530,381
1966,4114,340
1966,4830,163
1966,3238,699
1966,5787,165
1966,3244,306
1966,4000,210
1966,999,196
1966,5496,234
1966,5922,200
1966,770,340
1966,4997,403
1966,1471,993
1966,1276,231
1966,1381,450
1966,862,169
1966,5896,307
1966,4709,426
1966,5792,198
1966,3748,307
1966,2273,173
1966,3137,240
1966,562,205
1966,2827,587
1966,899,408
1966,1864,191
1966,3497,198
1966,5103,153
1966,984,328
1966,5707,274
1966,2252,244
1966,1214,977
1966,3067,290
1966,3661,184
1966,3985,321
1966,4598,166
1966,981,206
1966,791,202
1966,4134,610
1966,4192,168
1966,4234,437
1966,2909,261
1966,5646,151
1966,4360,330
1966,320,177
1966,2364,280
1966,1648,364
1966,4950,991
1966,3060,299
1966,5612,542
1966,2157,531
1966,572,190
1966,1136,181
1966,4229,518
1966,5856,249
1966,876,476
1966,1394,194
1966,5437,309
1966,2712,151
1966,3747,183
1966,3982,344
1966,5456,160
1966,1304,213
1966,4888,205
1966,1316,165
1966,885,180
1966,164,163
1966,2757,174
1966,1346,325
1966,1664,893
1966,5051,240
1966,469,181
1966,4230,245
1966,1462,258
1966,5644,229
1966,5954,455
1966,5874,168
1966,5897,307
1966,2152,183
1966,5351,155
1966,2711,167
1966,3682,363
1966,3250,151
1966,3252,211
1966,1970,183
1966,5222,305
1966,5238,287
1966,1124,165
1966,890,372
1966,5046,277
1966,290,163
1966,4846,363
1966,5087,251
1966,1828,263
1966,1713,229
1966,1721,306
1966,3440,151
1966,795,157
1966,3222,159
1966,3883,428
1966,2280,306
1966,1753,170
1966,2864,153
1966,3356,194
1966,1964,350
1966,166,342
1966,2779,244
1966,1363,213
1966,4499,201
1966,2829,282
1966,3275,255
1966,4034,173
1966,2667,246
1966,319,996
1966,5867,166
1966,855,330
1966,5790,153
1966,4942,189
1966,4351,182
1966,3907,326
1966,3117,209
1966,4273,188
1966,3441,202
1966,2322,392
1966,1698,240
1966,408,205
1966,217,306
1966,136,173
1966,3494,258
1966,4062,438
1966,942,358
1966,4400,151
1966,4542,152
1966,3900,530
1966,3820,294
1966,3745,170
1966,3469,497
1966,295,161
1966,4929,228
1966,5926,200
1966,24,156
1966,1537,272
1966,5852,326
1966,4426,257
1966,4775,157
1966,635,242
1966,4559,388
1966,3004,214
1966,4849,173
1966,5659,285
1966,388,380
1966,3602,156
1966,3120,457
1966,3744,251
1966,802,203
1966,3505,180
1966,3006,883
1966,199,175
1966,2717,169
1966,1404,297
1966,1766,292
1966,5109,189
1966,5310,231
1966,1160,615
1966,4732,989
1966,4560,167
1966,5752,169
1966,2004,236
1966,4284,436
1966,2284,248
1966,1271,173
1966,1651,479
1966,3415,205
1966,2524,150
1966,4962,155
1966,2702,231
1966,3211,325
1966,521,189
1966,714,203
1966,2727,404
1966,3683,174
1966,3880,465
1966,587,205
1966,3300,207
1966,4485,740
1966,2228,230
1966,1272,218
1966,612,258
1966,1692,205
1966,2257,295
1966,1305,520
1966,318,194
1966,3941,193
1966,2928,232
1966,3314,265
1966,1520,189
1966,5105,222
1966,5807,190
1966,4814,193
1966,952,434
1966,3007,423
1966,5441,154
1966,4269,208
1966,4029,838
1966,5667,252
1966,1596,218
1966,1248,236
1966,657,545
1966,4308,422
1966,3000,202
1966,2833,302
1966,4511,181
1966,5209,235
1966,3811,318
1966,3664,219
1966,4457,162
1966,917,163
1966,4546,221
1966,5230,366
1966,2350,270
1966,4513,167
1966,4764,518
1966,1142,153
1966,1290,150
3276,5589,150
3276,3101,158
3276,4425,158
3276,5370,158
3276,2902,181
3276,2713,229
3276,3085,285
3276,5849,154
3276,3637,234
3276,3796,256
3276,4840,161
3276,1984,220
3276,817,914
3276,4177,150
3276,5361,172
3276,1270,162
3276,93,177
3276,1733,177
3276,399,314
3276,2445,159
3276,2642,158
3276,1134,158
3276,676,158
3276,4327,223
3276,3468,751
3276,198,739
3276,5184,150
3276,3565,193
3276,4726,900
3276,2719,157
3276,1534,259
3276,1063,177
3276,2529,158
3276,3467,728
3276,5596,901
3276,2801,161
3276,748,683
3276,3072,336
3276,775,244
3276,5568,153
3276,3426,259
3276,4890,206
3276,2382,922
3276,5909,645
3276,2616,153
3276,1691,160
3276,4708,166
3276,5916,165
3276,3307,914
3276,2005,653
3276,40,684
3276,3472,356
3276,2632,662
3276,2490,150
3276,1446,181
3276,1331,150
3276,847,153
3276,3607,150
3276,3158,236
3276,3001,224
3276,5927,150
3276,1841,256
3276,2012,203
3276,4769,166
3276,1014,161
3276,4789,645
3276,2267,248
3276,1456,167
3276,4563,163
3276,840,173
3276,263,259
3276,3099,265
3276,764,649
3276,5950,158
3276,1295,150
3276,5873,150
3276,5905,158
3276,701,617
3276,2020,684
3276,3748,204
3276,896,158
3276,3948,433
3276,4757,198
3276,706,254
3276,3244,156
3276,4140,199
3276,5030,238
3276,3184,157
3276,999,175
3276,2167,167
3276,2132,161
3276,5640,219
3276,3890,177
3276,1449,150
3276,5301,158
3276,4187,150
3276,3687,158
3276,1518,262
3276,4703,202
3276,1299,150
3276,5942,650
3276,4501,677
3276,5152,150
3276,5615,927
3276,1356,179
3276,3327,150
3276,1690,262
3276,2125,189
3276,2768,195
3276,1540,619
3276,3140,241
3276,819,152
3276,568,150
3276,4716,157
3276,477,663
3276,2236,151
3276,4801,236
3276,4234,153
3276,562,175
3276,2961,607
3276,3848,158
3276,1683,158
3276,3011,177
3276,4142,200
3276,5098,189
3276,3133,158
3276,1116,900
3276,5231,645
3276,1713,156
3276,422,264
3276,325,150
3276,803,158
3276,4503,923
3276,3222,174
3276,225,177
3276,4667,182
3276,3809,155
3276,3173,203
3276,838,158
3276,5222,150
3276,3281,167
3276,4846,175
3276,1556,174
3276,565,200
3276,3910,177
3276,1346,158
3276,1546,158
3276,5146,150
3276,5954,173
3276,3169,150
3276,4440,158
3276,4106,162
3276,287,209
3276,4472,159
3276,4914,184
3276,4426,575
3276,5029,241
3276,3822,158
3276,2664,311
3276,3820,150
3276,4534,159
3276,99,178
3276,4413,157
3276,4480,172
3276,1297,192
3276,2322,153
3276,4989,155
3276,136,170
3276,4251,150
3276,3625,163
3276,2047,177
3276,2833,150
3276,2789,289
3276,4016,150
3276,3359,185
3276,4057,222
3276,821,187
3276,843,150
3276,1651,198
3276,2458,183
3276,2553,152
3276,4631,506
3276,587,168
3276,3300,155
3276,3345,356
3276,1160,150
3276,4284,161
3276,235,163
3276,2847,321
3276,3080,156
3276,1009,169
3276,2987,259
3276,455,157
3276,5133,276
3276,5235,303
3276,347,191
3276,2670,189
3276,2456,157
3276,3991,652
3276,1175,163
3276,3176,645
3276,693,259
3276,70,186
3276,4644,203
3276,3197,154
3276,1002,163
3276,5779,150
3276,5666,270
3276,3107,242
3276,405,712
3276,3167,901
